zip_code,land_use,count,date,permit_type
77493,"Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,12/13/2018,Residential
77080,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,12/13/2018,Residential
77080,Single Family Residential (Shared Driveways),1,12/13/2018,Residential
77090,Unrestricted,1,12/13/2018,Unrestricted
77020,Single Family Residential (Public Street),1,12/13/2018,Residential
77020,Unrestricted,1,12/13/2018,Unrestricted
77018,Commercial,1,12/13/2018,Commercial
77084,Unrestricted,1,12/13/2018,Unrestricted
77080,Compensating Open Space; Recreation,1,12/13/2018,Other
77080,Compensating Open Space; Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77070,Unrestricted,1,12/13/2018,Unrestricted
77051,Single Family Residential (Public Street),1,12/13/2018,Residential
77064,Unrestricted,1,12/13/2018,Unrestricted
77377,Unrestricted,1,12/13/2018,Unrestricted
77373,Commercial,1,12/13/2018,Commercial
77082,Unrestricted,1,12/13/2018,Unrestricted
77085,Unrestricted,1,12/13/2018,Unrestricted
77386,Commercial,1,12/13/2018,Commercial
77075,Unrestricted,1,12/13/2018,Unrestricted
77083,Single Family Residential (Public Street),1,12/13/2018,Residential
77009,Single Family Residential (Public Street),1,12/13/2018,Residential
77021,Single Family Residential (Public Street),1,12/13/2018,Residential
77407,Single Family Residential (PAE 1/PAE 2),1,12/13/2018,Residential
77066,Compensating Open Space; Single Family Residential (Public Street),1,12/13/2018,Residential
77493,Single Family Residential (Public Street),1,12/13/2018,Residential
77493,"Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,12/13/2018,Residential
77007,Single Family Residential (Public Street),1,12/13/2018,Residential
77041,Unrestricted,1,12/13/2018,Unrestricted
77449,Recreation,1,12/13/2018,Other
77449,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,12/13/2018,Residential
77388,General Plan,1,12/13/2018,Other
77388,Drainage or Detention; Landscape or Open Space; Residential Guest Parking; Single Family Residential (Public Street),1,12/13/2018,Residential
77449,Street Dedication,1,12/13/2018,Other
77057,Residential Guest Parking; Single Family Residential (Shared Driveways),1,12/13/2018,Residential
77377,Commercial,1,12/13/2018,Commercial
77095,Unrestricted; Drainage or Detention,1,12/13/2018,Unrestricted
77026,Single Family Residential (Public Street),1,8/27/2018,Residential
77027,Single Family Residential (Public Street),1,8/27/2018,Residential
77045,Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77008,Single Family Residential (Public Street),1,8/27/2018,Residential
77407,General Plan,1,8/27/2018,Other
77407,Landscape or Open Space,1,8/27/2018,Other
77407,Landscape or Open Space,1,8/27/2018,Other
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77373,Unrestricted,1,8/27/2018,Unrestricted
77034,Commercial,1,8/27/2018,Commercial
77065,Unrestricted Intended for Multifamily,1,8/27/2018,Unrestricted
77015,Commercial,1,8/27/2018,Commercial
77379,Unrestricted; Commercial,1,8/27/2018,Unrestricted
77078,Commercial; Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77015,Commercial,1,8/27/2018,Commercial
77447,Unrestricted,1,8/27/2018,Unrestricted
77546,Unrestricted,1,8/27/2018,Unrestricted
77085,Commercial,1,8/27/2018,Commercial
77007,Single Family Residential (Public Street),1,8/27/2018,Residential
77054,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77373,Drainage or Detention; Single Family Residential (Public Street),1,8/27/2018,Residential
77433,Street Dedication,1,8/27/2018,Other
77433,General Plan,1,8/27/2018,Other
77433,Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/27/2018,Residential
77433,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77433,Compensating Open Space; Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,8/27/2018,Residential
77433,Street Dedication,1,8/27/2018,Other
77346,Drainage or Detention; Single Family Residential (Public Street),1,8/27/2018,Residential
77011,Single Family Residential (Public Street),1,8/27/2018,Residential
77011,Commercial,1,8/27/2018,Commercial
77007,Single Family Residential (Public Street),1,8/27/2018,Residential
77003,Unrestricted Intended for Multifamily,1,8/27/2018,Unrestricted
77029,Unrestricted,1,8/27/2018,Unrestricted
77023,General Plan,1,8/27/2018,Other
77023,Lift Station,1,8/27/2018,Other
77007,Single Family Residential (Public Street),1,8/27/2018,Residential
77007,Single Family Residential (Public Street),1,8/27/2018,Residential
77429,Commercial,1,8/27/2018,Commercial
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77532,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77018,Single Family Residential (PAE 1/PAE 2); Other,1,8/27/2018,Residential
77068,Single Family Residential (Public Street),1,8/27/2018,Residential
77007,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77530,Commercial,1,8/27/2018,Commercial
77377,Commercial,1,8/27/2018,Commercial
77346,Unrestricted Intended for Multifamily,1,8/27/2018,Unrestricted
77008,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77008,Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77493,Drainage or Detention; Single Family Residential (Public Street),1,8/27/2018,Residential
77004,Unrestricted,1,8/27/2018,Unrestricted
77493,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/27/2018,Residential
77011,Single Family Residential (Public Street),1,8/27/2018,Residential
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77007,Single Family Residential (Public Street),1,8/27/2018,Residential
77407,Unrestricted,1,8/27/2018,Unrestricted
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77493,Unrestricted,1,8/27/2018,Unrestricted
77346,Single Family Residential (Public Street),1,8/27/2018,Residential
77346,Single Family Residential (Public Street),1,8/27/2018,Residential
77009,Unrestricted,1,8/27/2018,Unrestricted
77084,Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77008,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77049,Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77098,Single Family Residential (Public Street),1,8/27/2018,Residential
77379,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77084,Commercial,1,8/27/2018,Commercial
77044,"Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,8/27/2018,Residential
77379,"Landscape or Open Space; Recreation; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,8/27/2018,Residential
77080,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77080,Unrestricted Intended for Multifamily,1,8/27/2018,Unrestricted
77025,Unrestricted,1,8/27/2018,Unrestricted
77002,Unrestricted,1,8/27/2018,Unrestricted
77093,Unrestricted,1,8/27/2018,Unrestricted
77048,Drainage or Detention; Single Family Residential (Public Street),1,8/27/2018,Residential
77433,Unrestricted,1,8/27/2018,Unrestricted
77009,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77009,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77028,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77019,Unrestricted,1,8/27/2018,Unrestricted
77429,General Plan,1,8/27/2018,Other
77373,Unrestricted,1,8/27/2018,Unrestricted
77396,Unrestricted,1,8/27/2018,Unrestricted
77003,Unrestricted,1,8/27/2018,Unrestricted
77022,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77008,Unrestricted,1,8/27/2018,Unrestricted
77008,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77017,Unrestricted,1,8/27/2018,Unrestricted
77494,Unrestricted,1,8/27/2018,Unrestricted
77493,Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77006,Single Family Residential (Public Street),1,8/27/2018,Residential
77056,Unrestricted,1,8/27/2018,Unrestricted
77449,Street Dedication,1,8/27/2018,Other
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77003,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77073,Single Family Residential (Public Street),1,8/27/2018,Residential
77083,Unrestricted,1,8/27/2018,Unrestricted
77069,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77055,Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77019,Unrestricted,1,8/27/2018,Unrestricted
77007,Single Family Residential (Public Street),1,8/27/2018,Residential
77377,Landscape or Open Space,1,8/27/2018,Other
77021,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77055,Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77083,Unrestricted,1,8/27/2018,Unrestricted
77007,Unrestricted,1,8/27/2018,Unrestricted
77008,Unrestricted,1,8/27/2018,Unrestricted
77009,Single Family Residential (Public Street),1,8/27/2018,Residential
77389,Street Dedication,1,8/27/2018,Other
77389,Unrestricted,1,8/27/2018,Unrestricted
77026,Single Family Residential (Public Street); Street Dedication,1,8/27/2018,Residential
77083,Unrestricted,1,8/27/2018,Unrestricted
77429,Unrestricted,1,8/27/2018,Unrestricted
77083,Compensating Open Space; Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77026,Unrestricted,1,8/27/2018,Unrestricted
77433,Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77044,Commercial,1,8/27/2018,Commercial
77066,Compensating Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77057,Unrestricted,1,8/27/2018,Unrestricted
77449,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,8/27/2018,Residential
77015,Unrestricted,1,8/27/2018,Unrestricted
77023,Single Family Residential (Shared Driveways),1,8/27/2018,Residential
77008,Commercial,1,8/27/2018,Commercial
77098,Single Family Residential (Public Street),1,8/27/2018,Residential
77346,General Plan,1,8/27/2018,Other
77027,Single Family Residential (Public Street),1,8/27/2018,Residential
77022,Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77375,Street Dedication,1,8/27/2018,Other
77377,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,8/27/2018,Residential
77336,Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77336,Single Family Residential (Public Street),1,8/27/2018,Residential
77336,Single Family Residential (Public Street),1,8/27/2018,Residential
77336,Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77336,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/27/2018,Residential
77007,Unrestricted Intended for Multifamily,1,8/13/2018,Unrestricted
77407,Landscape or Open Space,1,8/13/2018,Other
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,8/13/2018,Residential
77034,Commercial,1,8/13/2018,Commercial
77065,Unrestricted Intended for Multifamily,1,8/13/2018,Unrestricted
77004,Unrestricted,1,8/13/2018,Unrestricted
77015,Commercial,1,8/13/2018,Commercial
77377,Unrestricted,1,8/13/2018,Unrestricted
77346,Commercial,1,8/13/2018,Commercial
77022,Single Family Residential (Public Street),1,8/13/2018,Residential
77078,Commercial; Drainage or Detention; Single Family Residential (PAE 1/PAE 2),1,8/13/2018,Residential
77346,General Plan,1,8/13/2018,Other
77346,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/13/2018,Residential
77346,Unrestricted,1,8/13/2018,Unrestricted
77346,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/13/2018,Residential
77373,General Plan,1,8/13/2018,Other
77433,General Plan,1,8/13/2018,Other
77433,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,8/13/2018,Residential
77433,Compensating Open Space; Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,8/13/2018,Residential
77433,Street Dedication,1,8/13/2018,Other
77346,Single Family Residential (Public Street),1,8/13/2018,Residential
77009,Commercial,1,8/13/2018,Commercial
77051,Single Family Residential (Public Street),1,8/13/2018,Residential
77365,Unrestricted; Compensating Open Space; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,8/13/2018,Residential
77011,Single Family Residential (Public Street),1,8/13/2018,Residential
77003,Unrestricted Intended for Multifamily,1,8/13/2018,Unrestricted
77006,Single Family Residential (PAE 1/PAE 2),1,8/13/2018,Residential
77038,Unrestricted,1,8/13/2018,Unrestricted
77007,Single Family Residential (Public Street),1,8/13/2018,Residential
77429,Commercial,1,8/13/2018,Commercial
77003,Unrestricted,1,8/13/2018,Unrestricted
77007,Single Family Residential (Shared Driveways),1,8/13/2018,Residential
77013,Commercial,1,8/13/2018,Commercial
77049,General Plan,1,8/13/2018,Other
77049,Landscape or Open Space; Single Family Residential (Public Street),1,8/13/2018,Residential
77083,Unrestricted,1,8/13/2018,Unrestricted
77449,Street Dedication,1,8/13/2018,Other
